player_name,enemy_team,own_goal,penalty,goals_scored,goals_conceded,goal_success
Adrián Ramos,Costa Rica,0,0,1,286,1
Adrián Ramos,Paraguay,0,0,1,297,1
Adrián Romero,Chile,0,0,1,291,1
Ady Williams,Denmark,0,0,1,247,1
Adékambi Olufadé,Eswatini,0,0,2,41,1
Adékambi Olufadé,Senegal,0,0,1,117,1
Adékambi Olufadé,Zambia,0,0,1,136,1
Afran Ismayilov,Czech Republic,0,1,1,200,1
Afran Ismayilov,San Marino,0,0,2,734,1
Agent Sawu,Angola,0,0,2,110,1
Agent Sawu,Cameroon,0,0,1,196,1
Agent Sawu,Egypt,0,0,1,152,1
Agent Sawu,Guinea,0,0,1,149,1
Agent Sawu,Madagascar,0,0,1,66,1
Agent Sawu,Togo,0,0,1,121,1
Agim Ibraimi,Croatia,0,0,1,195,1
Agim Ibraimi,Serbia,0,1,1,188,1
Agim Ibraimi,Spain,0,1,1,227,1
Aguibou Camara,Gambia,0,0,1,48,1
Agung Setyabudi,Maldives,0,0,1,140,1
Agustin Kola,Poland,0,0,1,273,1
Agustín Delgado,Argentina,0,0,2,252,1
Agustín Delgado,Bolivia,0,0,6,365,1
Agustín Delgado,Brazil,0,0,1,214,1
Agustín Delgado,Chile,0,0,1,291,1
Agustín Delgado,Colombia,0,0,1,248,1
Agustín Delgado,Costa Rica,0,0,1,286,1
Agustín Delgado,Mexico,0,0,2,279,1
Agustín Delgado,Paraguay,0,0,2,297,1
Agustín Delgado,Peru,0,0,1,331,1
Agustín Delgado,Poland,0,0,1,273,1
Agustín Delgado,Uruguay,0,0,2,293,1
Agustín Delgado,Venezuela,0,0,3,427,1
Agustín Garcia,Saint Vincent and the Grenadines,0,0,1,194,1
Agustín Álvarez,Bolivia,0,0,1,365,1
Ahmad Abu Nahyeh,Malaysia,0,0,3,136,1
Ahmad Ajab,Iran,0,0,1,149,1
Ahmad Ajab,Syria,0,0,3,118,1
Ahmad Ajab,United Arab Emirates,0,0,2,200,1
Ahmad Al Saleh,China PR,0,0,1,158,1
Ahmad Al-Bashir,Pakistan,0,0,1,122,1
Ahmad Che Zambil,Taiwan,0,0,1,215,1
Ahmad Elrich,Fiji,0,0,1,134,1
Ahmad Elrich,Solomon Islands,0,0,2,166,1
Ahmad Ersan,Nepal,0,0,1,120,1
Ahmad Ersan,Taiwan,0,0,1,215,1
Ahmad Hayel,Iraq,0,0,1,157,1
Ahmad Hayel,Japan,0,0,1,183,1
Ahmad Hayel,Nepal,0,0,2,120,1
Ahmad Hayel,Oman,0,0,1,104,1
Ahmad Hayel,Singapore,0,0,2,132,1
Ahmad Ibrahim Khalaf,Cambodia,0,0,1,130,1
Ahmad Kadhim,Macau,0,0,1,164,1
Ahmad Kadhim,Nepal,0,0,2,120,1
Ahmad Kallasi,Cambodia,0,0,1,130,1
Ahmad Khalifa Hashim,United Arab Emirates,0,0,1,200,1
Ahmad Khalifa Hashim,Uzbekistan,0,0,1,152,1
Ahmad Mnajed,Taiwan,0,0,2,215,1
Ahmad Nourollahi,Cambodia,0,0,1,130,1
Ahmad Nourollahi,Iraq,0,0,1,157,1
Ahmad Nourollahi,Lebanon,0,0,1,113,1
Ahmad Salah Alwan,Uzbekistan,0,0,1,152,1
Ahmed Aadil,Chad,0,0,1,26,1
Ahmed Abdul Karim Al-Brid,Pakistan,0,0,2,122,1
Ahmed Abdul Maqsoud,Maldives,0,0,1,140,1
Ahmed Abou El Fotouh,Libya,0,0,1,77,1
Ahmed Akaïchi,Cameroon,0,0,1,196,1
Ahmed Akaïchi,DR Congo,0,0,1,152,1
Ahmed Akaïchi,Equatorial Guinea,0,0,1,52,1
Ahmed Akaïchi,Zambia,0,0,1,136,1
Ahmed Al Hashmi,Timor-Leste,0,0,1,61,1
Ahmed Al Masli,Mali,0,0,1,109,1
Ahmed Al Masli,São Tomé and Príncipe,0,0,4,25,1
Ahmed Al Nifawi,China PR,0,0,1,158,1
Ahmed Al-Fraidi,Thailand,0,0,1,183,1
Ahmed Al-Fraidi,United Arab Emirates,0,0,1,200,1
Ahmed Al-Mousa,Bahrain,0,0,1,134,1
Ahmed Al-Mousa,Uzbekistan,0,0,1,152,1
Ahmed Al-Sarori,Philippines,0,0,1,75,1
Ahmed Al-Sarori,Uzbekistan,0,0,1,152,1
Ahmed Al-Tash,Guinea,0,0,1,149,1
Ahmed Awad,Timor-Leste,0,0,1,61,1
Ahmed Bahja,Gabon,0,1,3,97,1
Ahmed Bahja,Zambia,0,0,1,136,1
Ahmed Bareed,Pakistan,0,0,1,122,1
Ahmed Belal,Algeria,0,0,1,189,1
Ahmed Chombi,Kuwait,0,0,1,121,1
Ahmed Chombi,South Korea,0,0,1,188,1
Ahmed Daham,Pakistan,0,0,1,122,1
Ahmed Daher,Malawi,0,0,1,103,1
Ahmed Eid Abdel Malek,DR Congo,0,0,1,152,1
Ahmed Eid Abdel Malek,Djibouti,0,0,1,85,1
Ahmed Eid Abdel Malek,Sudan,0,0,1,110,1
Ahmed El-Kass,Angola,0,0,2,110,1
Ahmed El-Kass,South Africa,0,0,1,126,1
Ahmed El-Kass,Togo,0,0,1,121,1
Ahmed El-Kass,Zimbabwe,0,0,1,110,1
Ahmed Elmohamady,Benin,0,0,1,106,1
Ahmed Elmohamady,DR Congo,0,0,1,152,1
Ahmed Elmohamady,Uganda,0,0,1,62,1
Ahmed Fathy,Ivory Coast,0,0,1,163,1
Ahmed H. Saeed,Bahrain,0,0,1,134,1
Ahmed Hadid Al-Mukhaini,Singapore,0,0,1,132,1
Ahmed Hassan,Benin,0,0,1,106,1
Ahmed Hassan,Cameroon,0,0,3,196,1
Ahmed Hassan,DR Congo,0,1,2,152,1
Ahmed Hassan,Djibouti,0,0,2,85,1
Ahmed Hassan,Libya,0,0,2,77,1
Ahmed Hassan,Macau,0,0,1,164,1
Ahmed Hassan,Mexico,0,0,1,279,1
Ahmed Hassan,Namibia,0,0,1,124,1
Ahmed Hassan,Nepal,0,0,2,120,1
Ahmed Hassan,Nigeria,0,0,1,152,1
Ahmed Hassan,Rwanda,0,0,1,66,1
Ahmed Hassan,Senegal,0,1,1,117,1
Ahmed Hassan,South Africa,0,0,1,126,1
Ahmed Hassan Mahgoub,Chad,0,0,2,26,1
Ahmed Issa Al-Mohannadi,Iraq,0,0,1,157,1
Ahmed Jamil Madani,Malaysia,0,0,1,136,1
Ahmed Jamil Madani,South Korea,0,0,1,188,1
Ahmed Jamil Madani,Yemen,0,0,1,105,1
Ahmed Keshkesh,Taiwan,0,0,1,215,1
Ahmed Khalil,Bahrain,0,1,1,134,1
Ahmed Khalil,Iraq,0,0,3,157,1
Ahmed Khalil,Japan,0,1,2,183,1
Ahmed Khalil,Kuwait,0,0,1,121,1
Ahmed Khalil,Kyrgyzstan,0,1,1,70,1
Ahmed Khalil,Malaysia,0,0,5,136,1
Ahmed Khalil,Palestine,0,1,1,64,1
Ahmed Khalil,Qatar,0,0,2,187,1
Ahmed Khalil,Saudi Arabia,0,0,2,221,1
Ahmed Khalil,Thailand,0,0,1,183,1
Ahmed Khalil,Timor-Leste,0,1,4,61,1
Ahmed Limane,Zambia,0,0,1,136,1
Ahmed Mogni,Ghana,0,0,2,147,1
Ahmed Mohammed Al-Mahri,Vietnam,0,0,1,121,1
Ahmed Mubarak Al-Mahaijri,Guam,0,0,1,82,1
Ahmed Mubarak Al-Mahaijri,India,0,0,3,124,1
Ahmed Mubarak Al-Mahaijri,Japan,0,0,2,183,1
Ahmed Mubarak Al-Mahaijri,Jordan,0,0,1,112,1
Ahmed Mubarak Al-Mahaijri,Myanmar,0,1,1,71,1
Ahmed Mubarak Al-Mahaijri,Turkmenistan,0,0,1,85,1
Ahmed Musa,Argentina,0,0,2,252,1
Ahmed Musa,Iceland,0,0,2,355,1
Ahmed Musa,Kenya,0,0,1,118,1
Ahmed Musa,Liberia,0,1,1,106,1
Ahmed Musa,Mali,0,0,1,109,1
Ahmed Nashid,Bhutan,0,0,1,58,1
Ahmed Niyaz,Bhutan,0,0,1,58,1
Ahmed Osman,São Tomé and Príncipe,0,0,1,25,1
Ahmed Ouattara,Mali,0,0,1,109,1
Ahmed Ouattara,Nigeria,0,0,1,152,1
Ahmed Ouattara,South Africa,0,0,1,126,1
Ahmed Radhi,Belgium,0,0,1,274,1
Ahmed Radhi,China PR,0,0,1,158,1
Ahmed Radhi,Iran,0,0,1,149,1
Ahmed Radhi,Japan,0,0,1,183,1
Ahmed Radhi,Jordan,0,0,7,112,1
Ahmed Radhi,Oman,0,0,1,104,1
Ahmed Radhi,Pakistan,0,0,2,122,1
Ahmed Radhi,Qatar,0,0,2,187,1
Ahmed Radhi,Saudi Arabia,0,0,1,221,1
Ahmed Radhi,Yemen,0,0,1,105,1
Ahmed Rahim,Macau,0,0,1,164,1
Ahmed Saad Osman,Benin,0,0,1,106,1
Ahmed Saad Osman,Egypt,0,0,1,152,1
Ahmed Saad Osman,Ghana,0,0,1,147,1
Ahmed Saad Osman,Lesotho,0,0,1,45,1
Ahmed Saad Osman,Zambia,0,0,2,136,1
Ahmed Salah Hosny,Burkina Faso,0,0,1,138,1
Ahmed Samir,Bangladesh,0,1,1,158,1
Ahmed Samir,Taiwan,0,0,1,215,1
Ahmed Sidibe,Zimbabwe,0,0,1,110,1
Ahmed Thoriq,Mongolia,0,0,2,73,1
Ahmed Thoriq,Vietnam,0,0,1,121,1
Ahmed Touba,Cameroon,0,0,1,196,1
Ahmed Waseem Razeek,Lebanon,0,1,2,113,1
Ahmed Yasin Ghani,Australia,0,0,1,167,1
Ahmed Yasin Ghani,Iran,0,0,1,149,1
Ahmed Yasin Ghani,Palestine,0,0,1,64,1
Ahmed Yasin Ghani,Taiwan,0,0,1,215,1
Ahmed Zuway,Cameroon,0,0,1,196,1
Ahmed Zuway,Togo,0,0,1,121,1
Ahmet Ataýew,Japan,0,1,1,183,1
Ahn Jung-hwan,Italy,0,0,1,222,1
Ahn Jung-hwan,Kuwait,0,0,1,121,1
Ahn Jung-hwan,Togo,0,0,1,121,1
Ahn Jung-hwan,United Arab Emirates,0,0,1,200,1
Ahn Jung-hwan,United States,0,0,1,250,1
Ahn Jung-hwan,Vietnam,0,0,1,121,1
Aias Aosman,China PR,0,0,1,158,1
Aias Aosman,Maldives,0,1,1,140,1
Aibek Bokoev,Jordan,0,0,1,112,1
Aidas Preikšaitis,Estonia,0,0,1,393,1
Aidas Preikšaitis,North Macedonia,0,0,1,258,1
Aiden McGeady,Andorra,0,0,1,396,1
Aiden McGeady,Georgia,0,0,2,232,1
Aiden McGeady,North Macedonia,0,0,1,258,1
Aidil Zafuan,Taiwan,0,0,1,215,1
Ainārs Linards,Estonia,0,0,2,393,1
Ainārs Linards,Lithuania,0,0,2,313,1
Ainārs Linards,Northern Ireland,0,0,1,279,1
Aivar Anniste,Lithuania,0,0,1,313,1
Ajani Fortune,Saint Kitts and Nevis,0,0,1,72,1
Ajdin Hrustic,Japan,0,0,1,183,1
Ajdin Hrustic,Kuwait,0,0,1,121,1
Ajdin Hrustic,United Arab Emirates,0,0,1,200,1
Akhlidin Israilov,China PR,0,0,1,158,1
Akhtam Khamrakulov,North Korea,0,0,1,124,1
Akhtam Nazarov,Bangladesh,0,1,1,158,1
Akhtam Nazarov,Kyrgyzstan,0,1,1,70,1
Akhyar Rashid,Timor-Leste,0,0,2,61,1
Aki Hyryläinen,Israel,0,0,2,259,1
Aki Riihilahti,Albania,0,0,1,346,1
Aki Riihilahti,Andorra,0,0,1,396,1
Aki Riihilahti,Czech Republic,0,0,1,200,1
Aki Riihilahti,England,0,0,1,190,1
Aki Riihilahti,Greece,0,0,1,252,1
Akie Noah,Algeria,0,0,1,189,1
Akihiro Nishimura,Singapore,0,0,2,132,1
Akinori Nishizawa,Canada,0,0,1,202,1
Akinori Nishizawa,China PR,0,0,1,158,1
Akinori Nishizawa,Macau,0,0,1,164,1
Akinori Nishizawa,Nepal,0,0,1,120,1
Akinori Nishizawa,Qatar,0,0,1,187,1
Akinori Nishizawa,Uzbekistan,0,0,3,152,1
Akira Kaji,Iran,0,0,1,149,1
Akmal Kholmatov,Bangladesh,0,0,1,158,1
Akmal Kholmatov,Syria,0,0,1,118,1
Akmal Rizal Ahmad Rakhli,Hong Kong,0,0,2,112,1
Akmal Rizal Ahmad Rakhli,Palestine,0,1,2,64,1
Akram Afif,Afghanistan,0,1,1,58,1
Akram Afif,Bangladesh,0,0,2,158,1
Akram Afif,Bhutan,0,0,1,58,1
Akram Afif,China PR,0,0,1,158,1
Akram Afif,Grenada,0,0,1,85,1
Akram Afif,Iran,0,0,1,149,1
Akram Afif,Japan,0,1,1,183,1
Akram Afif,Jordan,0,1,3,112,1
Akram Afif,Lebanon,0,0,2,113,1
Akram Afif,Oman,0,0,1,104,1
Akram Afif,Palestine,0,1,1,64,1
Akram Afif,Panama,0,0,1,214,1
Akram Afif,South Korea,0,0,1,188,1
Akram Afif,Tajikistan,0,0,1,70,1
Akram Al-Selwi,North Korea,0,0,1,124,1
Akram Emmanuel,China PR,0,0,1,158,1
Akram Moghrabi,United Arab Emirates,0,0,1,200,1
Akram Tawfik,Angola,0,0,1,110,1
Akram Zuway,Guinea,0,0,1,149,1
Akwá,Algeria,0,0,1,189,1
Akwá,Cameroon,0,0,2,196,1
Akwá,Chad,0,0,1,26,1
Akwá,Gabon,0,0,1,97,1
Akwá,Libya,0,0,1,77,1
Akwá,Nigeria,0,0,1,152,1
Akwá,Rwanda,0,0,1,66,1
Akwá,Togo,0,0,3,121,1
Akwá,Zambia,0,0,2,136,1
Akwá,Zimbabwe,0,0,1,110,1
Al Hasan Al-Yami,Iran,0,0,1,149,1
Ala Al-Sasi,Pakistan,0,0,1,122,1
Ala'a Eldin Yousif,Mali,0,0,1,109,1
Alaa Abbas,Iran,0,0,1,149,1
Alaa Abbas,Yemen,0,0,1,105,1
Alaa Abdul-Zahra,Australia,0,0,1,167,1
Alaa Abdul-Zahra,Singapore,0,0,1,132,1
Alaa Abdul-Zahra,Yemen,0,0,1,105,1
Alaa Al Dali,Iraq,0,0,1,157,1
Alaa Al Dali,Lebanon,0,0,1,113,1
Alaa Kadhim,Iran,0,0,1,149,1
Alaa Kadhim,Jordan,0,0,1,112,1
Alaa Kadhim,North Korea,0,0,2,124,1
Alaa Kadhim,Pakistan,0,0,2,122,1
Alaa Kadhim,Yemen,0,0,2,105,1
Alaa Mayhoub,Zimbabwe,0,0,1,110,1
Alagame Seck,Mozambique,0,0,2,89,1
Alain Boghossian,Russia,0,0,1,211,1
Alain Cervantes,Canada,0,0,1,202,1
Alain Cervantes,Costa Rica,0,0,1,286,1
Alain Couriol,Poland,0,0,1,273,1
Alain Geiger,Belgium,0,0,1,274,1
Alain Giresse,Belgium,0,0,1,274,1
Alain Giresse,Germany,0,0,1,275,1
Alain Giresse,Luxembourg,0,0,1,536,1
Alain Giresse,Northern Ireland,0,0,2,279,1
Alain Masudi,Guinea,0,0,1,149,1
Alain N'Kong,Ghana,0,0,1,147,1
Alain Nana,South Africa,0,0,1,126,1
Alain Nurenberg,Denmark,0,0,1,247,1
Alain Rakotondramanana,Benin,0,0,1,106,1
Alain Roche,Israel,0,0,1,259,1
Alain Sutter,Luxembourg,0,0,1,536,1
Alain Sutter,Romania,0,0,1,237,1
Alain Sutter,San Marino,0,0,2,734,1
Alain Traoré,Angola,0,0,1,110,1
Alain Traoré,Ethiopia,0,0,2,65,1
Alain Traoré,Ghana,0,0,1,147,1
Alain Traoré,Guinea,0,0,1,149,1
Alain Traoré,Nigeria,0,0,1,152,1
Alain Traoré,Senegal,0,0,1,117,1
Alain Traoré,South Africa,0,0,1,126,1
Alan Browne,Scotland,0,0,1,253,1
Alan Browne,Serbia,0,0,1,188,1
Alan Carvalho,Guam,0,0,2,82,1
Alan Carvalho,Maldives,0,0,1,140,1
Alan Curtis,Iceland,0,0,1,355,1
Alan Dzagoev,Andorra,0,0,2,396,1
Alan Dzagoev,Czech Republic,0,0,2,200,1
Alan Dzagoev,Liechtenstein,0,0,1,466,1
Alan Dzagoev,Poland,0,0,1,273,1
Alan Dzagoev,Republic of Ireland,0,0,1,234,1
Alan Dzagoev,Slovakia,0,0,1,206,1
Alan Edward Davidson,Indonesia,0,0,1,181,1
Alan Kernaghan,Lithuania,0,0,1,313,1
Alan McDonald,Albania,0,0,1,346,1
Alan McDonald,Faroe Islands,0,0,1,455,1
Alan McLoughlin,North Macedonia,0,0,1,258,1
Alan McLoughlin,Northern Ireland,0,0,1,279,1
Alan Minda,Jamaica,0,0,1,204,1
Alan Shearer,Argentina,0,1,1,252,1
Alan Shearer,Bulgaria,0,0,1,288,1
Alan Shearer,Georgia,0,0,1,232,1
Alan Shearer,Germany,0,0,2,275,1
Alan Shearer,Luxembourg,0,1,4,536,1
Alan Shearer,Moldova,0,0,1,314,1
Alan Shearer,Netherlands,0,1,2,226,1
Alan Shearer,Poland,0,0,3,273,1
Alan Shearer,Romania,0,1,1,237,1
Alan Shearer,Scotland,0,0,1,253,1
Alan Shearer,Sweden,0,0,1,240,1
Alan Shearer,Switzerland,0,0,1,257,1
Alan Shearer,Tunisia,0,0,1,170,1
Alan Shearer,Turkey,0,0,1,335,1
Alan Smith,Turkey,0,0,1,335,1
Alassane Ouédraogo,DR Congo,0,0,1,152,1
Alassane Ouédraogo,Zambia,0,0,1,136,1
Alban Bushi,Georgia,0,0,1,232,1
Alban Bushi,Greece,0,0,1,252,1
Alban Bushi,Kazakhstan,0,0,1,260,1
Alban Bushi,Latvia,0,0,2,320,1
Alban Bushi,Norway,0,0,1,231,1
Albeiro Usuriaga,Israel,0,0,1,259,1
Albert Bell,Cook Islands,0,0,1,96,1
Albert Bwalya,Tanzania,0,0,1,79,1
Albert Cluytens,Republic of Ireland,0,0,1,234,1
Albert Guðmundsson,Israel,0,0,3,259,1
Albert Guðmundsson,Liechtenstein,0,1,2,466,1
Albert Guðmundsson,Turkey,0,0,1,335,1
Albert Guðmundsson,Ukraine,0,0,1,177,1
Albert Luque,Belgium,0,0,1,274,1
Albert Luque,Lithuania,0,0,1,313,1
Albert Meyong,Ivory Coast,0,0,1,163,1
Albert Meyong,Mauritius,0,0,2,46,1
Albert Meyong,Togo,0,0,1,121,1
Albert Mpinganjira,Guinea,0,0,1,149,1
Albert Nađ,Malta,0,0,2,571,1
Albert Niyonkuru,Algeria,0,1,1,189,1
Albert Riera,Denmark,0,0,1,247,1
Albert Riera,Turkey,0,0,1,335,1
Albert Rosas,Israel,0,0,1,259,1
Albert Rosas,Kosovo,0,0,1,79,1
Albert Rosas,Latvia,0,0,1,320,1
Albert Rosas,Liechtenstein,0,0,1,466,1
Albert Rusnák,Hungary,0,0,1,315,1
Albert Rusnák,Malta,0,0,2,571,1
Albert Rusnák,Ukraine,0,0,1,177,1
Albert Sarkisyan,Ukraine,0,1,3,177,1
Alberth Elis,Australia,0,0,1,167,1
Alberth Elis,El Salvador,0,0,1,231,1
Alberth Elis,Mexico,0,0,1,279,1
Alberth Elis,Panama,0,0,2,214,1
Alberth Elis,Qatar,0,0,1,187,1
Alberth Elis,Trinidad and Tobago,0,0,1,208,1
Alberto Acosta,Ivory Coast,0,0,1,163,1
Alberto Aquilani,Denmark,0,0,1,247,1
Alberto Aquilani,Montenegro,0,0,2,121,1
Alberto Blanco,Saint Lucia,0,0,1,62,1
Alberto Carvalhal,Brunei,0,0,2,61,1
Alberto Doesburg,Saint Lucia,0,0,1,62,1
Alberto García Aspe,Belgium,0,1,1,274,1
Alberto García Aspe,Bulgaria,0,1,1,288,1
Alberto García Aspe,Canada,0,0,1,202,1
Alberto García Aspe,El Salvador,0,0,2,231,1
Alberto García Aspe,Honduras,0,0,1,252,1
Alberto García Aspe,Peru,0,1,2,331,1
Alberto García Aspe,Trinidad and Tobago,0,1,1,208,1
Alberto García Aspe,Uruguay,0,1,1,293,1
Alberto Gilardino,Belarus,0,0,1,252,1
Alberto Gilardino,Bulgaria,0,0,1,288,1
Alberto Gilardino,Cyprus,0,0,3,484,1
Alberto Gilardino,Faroe Islands,0,0,1,455,1
Alberto Gilardino,France,0,0,1,217,1
Alberto Gilardino,Moldova,0,0,1,314,1
Alberto Gilardino,Republic of Ireland,0,0,1,234,1
Alberto Gilardino,United States,0,0,1,250,1
Alberto Gómez,Panama,0,0,1,214,1
Alberto Górriz,Belgium,0,0,1,274,1
Alberto Jiménez,Curaçao,0,0,1,50,1
Alberto Jiménez,Trinidad and Tobago,0,0,1,208,1
Alberto Medina,Jamaica,0,0,1,204,1
Alberto Montaño,Argentina,0,0,1,252,1
Alberto Quintero,Anguilla,0,0,1,63,1
Alberto Quintero,Curaçao,0,0,1,50,1
Alberto Quintero,Grenada,0,0,1,85,1
Alberto Quintero,Haiti,0,0,1,123,1
Alberto Santelli,Venezuela,0,0,1,427,1
Albian Ajeti,Iceland,0,0,1,355,1
Alcides Peña,Paraguay,0,0,1,297,1
Aldair,Mexico,0,0,1,279,1
Aldair,United States,0,0,1,250,1
Alderman Lesmond,British Virgin Islands,0,0,1,53,1
Aldo Serena,Cyprus,0,0,2,484,1
Aldo Serena,Uruguay,0,0,1,293,1
Aldo de Nigris,Cuba,0,0,1,173,1
Aldo de Nigris,El Salvador,0,0,1,231,1
Aldo de Nigris,Guatemala,0,0,1,153,1
Aldo de Nigris,Honduras,0,0,1,252,1
Aldo de Nigris,Jamaica,0,0,1,204,1
Alejandro Alpízar,Haiti,0,0,1,123,1
Alejandro Alpízar,Suriname,0,0,1,66,1
Alejandro Chumacero,Colombia,0,0,1,248,1
Alejandro Chumacero,Peru,0,0,1,331,1
Alejandro Cichero,Peru,0,0,1,331,1
Alejandro Guerra,Bolivia,0,0,1,365,1
Alejandro Hisis,Ecuador,0,0,1,283,1
Alejandro Hisis,Peru,0,0,1,331,1
Alejandro Madrigal,Barbados,0,0,1,67,1
Alejandro Moreno,Ecuador,0,0,1,283,1
Alejandro Romero Gamarra,Bolivia,0,0,2,365,1
Alejandro Romero Gamarra,Venezuela,0,0,1,427,1
Alekos Alexandris,Slovenia,0,0,1,213,1
Aleksandar Boljević,Cyprus,0,0,2,484,1
Aleksandar Dragović,Faroe Islands,0,0,1,455,1
Aleksandar Kolarov,Albania,0,0,1,346,1
Aleksandar Kolarov,Belgium,0,0,1,274,1
Aleksandar Kolarov,Costa Rica,0,0,1,286,1
Aleksandar Kolarov,Moldova,0,0,1,314,1
Aleksandar Kolarov,North Macedonia,0,1,1,258,1
Aleksandar Kolarov,Republic of Ireland,0,0,1,234,1
Aleksandar Kolarov,Wales,0,0,2,272,1
Aleksandar Mitrović,Austria,0,0,2,284,1
Aleksandar Mitrović,Azerbaijan,0,0,2,308,1
Aleksandar Mitrović,Cameroon,0,0,1,196,1
Aleksandar Mitrović,Croatia,0,0,1,195,1
Aleksandar Mitrović,Georgia,0,0,1,232,1
Aleksandar Mitrović,Lithuania,0,0,8,313,1
Aleksandar Mitrović,Luxembourg,0,0,6,536,1
Aleksandar Mitrović,Moldova,0,0,1,314,1
Aleksandar Mitrović,Montenegro,0,1,5,121,1
Aleksandar Mitrović,Norway,0,0,1,231,1
Aleksandar Mitrović,Portugal,0,0,3,225,1
Aleksandar Mitrović,Republic of Ireland,0,0,2,234,1
Aleksandar Mitrović,Romania,0,0,2,237,1
Aleksandar Mitrović,Russia,0,0,1,211,1
Aleksandar Mitrović,Slovenia,0,0,2,213,1
Aleksandar Mitrović,Sweden,0,0,3,240,1
Aleksandar Mitrović,Switzerland,0,0,2,257,1
Aleksandar Mitrović,Turkey,0,1,1,335,1
Aleksandar Mitrović,Ukraine,0,0,1,177,1
Aleksandar Mitrović,Wales,0,0,2,272,1
Aleksandar Prijović,Georgia,0,0,1,232,1
Aleksandar Prijović,Lithuania,0,0,1,313,1
Aleksandar Radosavljević,San Marino,0,0,1,734,1
Aleksandar Tonev,Luxembourg,0,0,1,536,1
Aleksandar Tonev,Malta,0,0,3,571,1
Aleksandar Trajkovski,Albania,0,1,1,346,1
Aleksandar Trajkovski,Armenia,0,0,1,285,1
Aleksandar Trajkovski,Belarus,0,0,1,252,1
Aleksandar Trajkovski,Gibraltar,0,0,1,244,1
Aleksandar Trajkovski,Italy,0,0,2,222,1
Aleksandar Trajkovski,Liechtenstein,0,0,5,466,1
Aleksandar Trajkovski,Luxembourg,0,0,1,536,1
Aleksandar Trajkovski,Romania,0,0,1,237,1
Aleksandar Trajkovski,Wales,0,0,1,272,1
Aleksandar Tunchev,Luxembourg,0,0,1,536,1
Aleksandar Vasoski,Romania,0,0,1,237,1
Aleksandar Đurić,China PR,0,0,1,158,1
Aleksandar Đurić,Lebanon,0,0,1,113,1
Aleksandar Đurić,Malaysia,0,0,2,136,1
Aleksandar Đurić,Tajikistan,0,0,2,70,1
Aleksandar Đurić,Uzbekistan,0,0,1,152,1
Aleksander Knavs,Georgia,0,0,1,232,1
Aleksander Knavs,Israel,0,0,1,259,1
Aleksander Knavs,Russia,0,0,1,211,1
Aleksander Rodić,Belarus,0,0,1,252,1
Aleksandr Amisulashvili,Turkey,0,0,1,335,1
Aleksandr Borodiuk,Hungary,0,0,1,315,1
Aleksandr Golovin,Cyprus,0,0,1,484,1
Aleksandr Golovin,Saudi Arabia,0,0,1,221,1
Aleksandr Golovin,Scotland,0,0,1,253,1
Aleksandr Gorshkov,Armenia,0,0,1,285,1
Aleksandr Gorshkov,Spain,0,0,1,227,1
Aleksandr Iashvili,Albania,0,0,1,346,1
Aleksandr Iashvili,Faroe Islands,0,1,3,455,1
Aleksandr Iashvili,Greece,0,0,1,252,1
Aleksandr Iashvili,Hungary,0,0,1,315,1
Aleksandr Iashvili,Lithuania,0,0,2,313,1
Aleksandr Iashvili,Republic of Ireland,0,0,1,234,1
Aleksandr Iashvili,Romania,0,0,1,237,1
Aleksandr Iashvili,Russia,0,0,1,211,1
Aleksandr Iashvili,Turkey,0,0,1,335,1
Aleksandr Kerzhakov,Albania,0,0,1,346,1
Aleksandr Kerzhakov,Andorra,0,0,3,396,1
Aleksandr Kerzhakov,Estonia,0,0,1,393,1
Aleksandr Kerzhakov,Finland,0,0,2,299,1
Aleksandr Kerzhakov,Israel,0,0,2,259,1
Aleksandr Kerzhakov,Liechtenstein,0,0,3,466,1
Aleksandr Kerzhakov,Luxembourg,0,0,3,536,1
Aleksandr Kerzhakov,North Macedonia,0,0,2,258,1
Aleksandr Kerzhakov,Portugal,0,0,1,225,1
Aleksandr Kerzhakov,Republic of Ireland,0,0,2,234,1
Aleksandr Kerzhakov,South Korea,0,0,1,188,1
Aleksandr Kokorin,Algeria,0,0,1,189,1
Aleksandr Kokorin,Israel,0,0,2,259,1
Aleksandr Kokorin,Liechtenstein,0,1,1,466,1
Aleksandr Kokorin,Luxembourg,0,0,2,536,1
Aleksandr Kokorin,Montenegro,0,1,1,121,1
Aleksandr Kokorin,Sweden,0,0,1,240,1
Aleksandr Kuchma,Denmark,0,0,1,247,1
Aleksandr Merzlikin,Maldives,0,0,2,140,1
Aleksandr Mostovoi,Cyprus,0,0,1,484,1
Aleksandr Mostovoi,Czech Republic,0,0,1,200,1
Aleksandr Mostovoi,Faroe Islands,0,1,2,455,1
Aleksandr Mostovoi,France,0,0,1,217,1
Aleksandr Mostovoi,Norway,0,0,1,231,1
Aleksandr Mostovoi,Switzerland,0,0,1,257,1
Aleksandr Panov,France,0,0,2,217,1
Aleksandr Samedov,Luxembourg,0,0,2,536,1
Aleksandr Samedov,Mexico,0,0,1,279,1
Aleksandr Shadrin,Japan,0,0,1,183,1
Aleksandr Shirko,Faroe Islands,0,0,1,455,1
Aleksandr Sobolev,Malta,0,0,1,571,1
Aleksandr Yerokhin,Cyprus,0,0,3,484,1
Aleksandre Chivadze,Scotland,0,0,1,253,1
Aleksandre Chivadze,Turkey,0,0,1,335,1
